E1_1,E1_2,E1_3,E2_1,E2_2,E2_3,E3_1,E3_2,E3_3,A1_1,A1_2,A1_3,A2_1,A2_2,A2_3,A3_1,A3_2,A3_3,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,N1_1,N1_2,N1_3,N2_1,N2_2,N2_3,N3_1,N3_2,N3_3,O1_1,O1_2,O1_3,O2_1,O2_2,O2_3,O3_1,O3_2,O3_3,PID,day
2.0,,4.0,,2.0,4.0,,2.0,2.0,,2.0,1.0,,4.0,1.0,4.0,1.0,,4.0,2.0,,4.0,5.0,,4.0,,2.0,4.0,2.0,,2.0,,4.0,4.0,,2.0,1.0,5.0,,1.0,,1.0,2.0,,2.0,97,23.24427777777778
2.0,,2.0,2.0,2.0,,1.0,1.0,,,2.0,1.0,5.0,,1.0,4.0,,2.0,4.0,,2.0,4.0,5.0,,,4.0,1.0,4.0,,1.0,,4.0,2.0,4.0,,2.0,,5.0,1.0,1.0,1.0,,4.0,,2.0,97,23.327144444444443
,1.0,4.0,2.0,,4.0,1.0,2.0,,,2.0,2.0,5.0,5.0,,4.0,1.0,,,2.0,2.0,4.0,,2.0,2.0,,4.0,4.0,2.0,,,4.0,1.0,,4.0,2.0,4.0,,2.0,1.0,1.0,,1.0,2.0,,97,23.41
2.0,,2.0,2.0,,4.0,1.0,2.0,,,1.0,1.0,5.0,,1.0,3.0,,1.0,1.0,5.0,,1.0,,5.0,,1.0,1.0,4.0,,1.0,,4.0,1.0,,4.0,2.0,,5.0,1.0,,1.0,1.0,,1.0,2.0,97,24.041944444444443
,1.0,1.0,1.0,,1.0,1.0,,5.0,2.0,,1.0,,3.0,3.0,4.0,,1.0,1.0,,4.0,1.0,,5.0,,1.0,1.0,,1.0,5.0,2.0,,2.0,1.0,,4.0,4.0,,1.0,,1.0,1.0,4.0,2.0,,97,24.085555555555555
4.0,4.0,,,2.0,4.0,4.0,,5.0,4.0,5.0,,,5.0,1.0,4.0,,1.0,2.0,,4.0,1.0,,5.0,4.0,2.0,,,2.0,5.0,,4.0,2.0,2.0,,4.0,1.0,,1.0,,1.0,1.0,,2.0,2.0,97,24.16762222222222
,2.0,1.0,1.0,1.0,,1.0,,5.0,4.0,2.0,,5.0,1.0,,3.0,,1.0,,5.0,4.0,1.0,1.0,,2.0,,1.0,4.0,2.0,,3.0,4.0,,4.0,,2.0,1.0,,2.0,1.0,,1.0,4.0,,2.0,97,24.245833333333334
,1.0,1.0,2.0,,4.0,1.0,1.0,,3.0,,2.0,5.0,,1.0,4.0,1.0,,2.0,,4.0,,1.0,5.0,1.0,,1.0,,4.0,4.0,,4.0,4.0,,4.0,4.0,1.0,5.0,,1.0,1.0,,4.0,2.0,,97,24.321644444444445
,1.0,1.0,1.0,,1.0,1.0,1.0,,3.0,1.0,,4.0,,1.0,,1.0,1.0,2.0,,4.0,1.0,1.0,,2.0,1.0,,4.0,1.0,,,4.0,2.0,3.0,,3.0,1.0,5.0,,1.0,,1.0,4.0,1.0,,97,25.005222222222223
1.0,,1.0,1.0,,1.0,1.0,,5.0,4.0,,5.0,,5.0,1.0,4.0,1.0,,,4.0,4.0,,1.0,5.0,3.0,,1.0,,5.0,5.0,2.0,4.0,,,3.0,3.0,4.0,5.0,,1.0,,1.0,2.0,,5.0,97,25.0909
1.0,1.0,,1.0,,1.0,,1.0,5.0,,1.0,1.0,4.0,,1.0,1.0,4.0,,2.0,4.0,,1.0,,5.0,,1.0,1.0,4.0,2.0,,2.0,4.0,,3.0,,3.0,,5.0,2.0,1.0,1.0,,,1.0,2.0,97,25.164144444444446
,1.0,1.0,,1.0,4.0,,1.0,4.0,4.0,,1.0,,5.0,1.0,4.0,,1.0,4.0,,1.0,5.0,,4.0,1.0,,1.0,1.0,4.0,,1.0,4.0,,3.0,5.0,,1.0,5.0,,1.0,1.0,,2.0,4.0,,97,25.299166666666668
1.0,1.0,,,1.0,1.0,1.0,1.0,,,4.0,4.0,,4.0,1.0,1.0,4.0,,1.0,5.0,,4.0,,1.0,2.0,4.0,,,2.0,1.0,2.0,,2.0,4.0,4.0,,1.0,,1.0,,1.0,1.0,4.0,,1.0,97,25.326844444444443
,1.0,1.0,1.0,1.0,,1.0,,1.0,4.0,2.0,,5.0,5.0,,4.0,1.0,,,4.0,4.0,4.0,,2.0,3.0,,1.0,,4.0,1.0,,4.0,2.0,,4.0,2.0,1.0,,1.0,1.0,,1.0,4.0,2.0,,97,25.4045
1.0,,1.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,4.0,4.0,,2.0,,1.0,2.0,,4.0,,1.0,5.0,5.0,,1.0,1.0,4.0,,,4.0,2.0,4.0,4.0,,,4.0,5.0,1.0,1.0,,4.0,,1.0,97,26.007122222222222
1.0,1.0,,1.0,1.0,,1.0,,5.0,4.0,1.0,,4.0,5.0,,4.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,,1.0,2.0,4.0,,2.0,4.0,,,3.0,3.0,,4.0,2.0,1.0,,1.0,4.0,1.0,,97,26.082722222222223
1.0,1.0,,,1.0,2.0,1.0,1.0,,2.0,,1.0,,4.0,1.0,,1.0,1.0,2.0,,4.0,2.0,1.0,,2.0,2.0,,,4.0,4.0,2.0,4.0,,,4.0,2.0,,4.0,1.0,1.0,1.0,,,1.0,2.0,97,26.15968888888889
2.0,,1.0,1.0,,1.0,,1.0,5.0,,1.0,4.0,,4.0,1.0,,1.0,1.0,4.0,2.0,,1.0,,5.0,,1.0,1.0,1.0,,4.0,1.0,4.0,,4.0,4.0,,1.0,4.0,,,1.0,1.0,4.0,,2.0,97,26.244633333333333
,1.0,1.0,,1.0,1.0,,4.0,4.0,4.0,2.0,,5.0,,1.0,4.0,,1.0,4.0,,4.0,2.0,2.0,,,2.0,1.0,4.0,,4.0,2.0,4.0,,4.0,4.0,,2.0,,2.0,1.0,1.0,,4.0,,2.0,97,26.326266666666665
,1.0,1.0,1.0,1.0,,,2.0,4.0,4.0,,2.0,5.0,4.0,,4.0,2.0,,2.0,,4.0,1.0,1.0,,2.0,2.0,,,2.0,2.0,2.0,4.0,,2.0,,4.0,4.0,,4.0,1.0,,1.0,4.0,4.0,,97,26.400333333333332
1.0,,1.0,2.0,,4.0,,2.0,4.0,,4.0,4.0,,4.0,2.0,4.0,,2.0,2.0,,4.0,4.0,,4.0,2.0,,4.0,2.0,,2.0,,4.0,2.0,2.0,,4.0,,4.0,2.0,1.0,,1.0,4.0,1.0,,97,27.043444444444443
1.0,,1.0,,1.0,1.0,,2.0,4.0,4.0,2.0,,4.0,,2.0,4.0,1.0,,2.0,4.0,,1.0,1.0,,2.0,,1.0,,4.0,4.0,2.0,4.0,,4.0,,2.0,2.0,4.0,,1.0,,1.0,,1.0,1.0,97,27.087266666666668
1.0,,1.0,2.0,,3.0,1.0,4.0,,4.0,2.0,,,4.0,1.0,,1.0,1.0,1.0,,4.0,,2.0,5.0,3.0,,2.0,,4.0,5.0,2.0,,4.0,4.0,,2.0,1.0,,1.0,1.0,1.0,,4.0,2.0,,97,27.16001111111111
,1.0,1.0,2.0,2.0,,1.0,2.0,,4.0,,2.0,4.0,,1.0,,1.0,1.0,4.0,2.0,,1.0,,5.0,2.0,2.0,,2.0,,4.0,2.0,,2.0,,4.0,2.0,1.0,4.0,,1.0,1.0,,,2.0,2.0,97,27.240188888888888
1.0,1.0,,2.0,,4.0,2.0,1.0,,,1.0,1.0,4.0,,1.0,,1.0,1.0,2.0,4.0,,1.0,1.0,,,1.0,1.0,,4.0,4.0,,4.0,2.0,4.0,4.0,,,5.0,4.0,1.0,,1.0,,4.0,2.0,97,27.32477777777778
1.0,,1.0,1.0,1.0,,1.0,2.0,,4.0,2.0,,4.0,,2.0,1.0,,2.0,2.0,,4.0,,1.0,5.0,1.0,,1.0,4.0,4.0,,1.0,4.0,,4.0,,2.0,1.0,4.0,,1.0,1.0,,,2.0,4.0,97,27.41301111111111
,4.0,2.0,,4.0,2.0,2.0,4.0,,4.0,,2.0,5.0,,1.0,,1.0,1.0,4.0,2.0,,,4.0,2.0,,2.0,1.0,4.0,4.0,,2.0,,2.0,,4.0,3.0,1.0,4.0,,1.0,,1.0,4.0,,2.0,97,28.04108888888889
1.0,,1.0,1.0,1.0,,,2.0,4.0,4.0,,1.0,5.0,,1.0,,1.0,1.0,2.0,,4.0,1.0,1.0,,1.0,,1.0,4.0,4.0,,2.0,4.0,,,4.0,2.0,4.0,,5.0,1.0,,1.0,4.0,1.0,,97,28.08202222222222
,1.0,1.0,,1.0,3.0,1.0,1.0,,,2.0,2.0,5.0,,1.0,4.0,,1.0,1.0,,5.0,1.0,1.0,,,2.0,1.0,2.0,4.0,,1.0,4.0,,4.0,4.0,,,5.0,4.0,,1.0,1.0,4.0,1.0,,97,28.159277777777778
1.0,1.0,,,1.0,1.0,1.0,,5.0,4.0,,2.0,4.0,,1.0,1.0,1.0,,,4.0,4.0,1.0,,5.0,3.0,,1.0,2.0,4.0,,1.0,4.0,,4.0,4.0,,1.0,5.0,,1.0,,1.0,5.0,1.0,,97,28.259888888888888
1.0,,1.0,,1.0,3.0,,1.0,5.0,4.0,,2.0,4.0,,1.0,1.0,,1.0,,4.0,4.0,,1.0,5.0,3.0,1.0,,4.0,,5.0,1.0,,1.0,,4.0,2.0,2.0,5.0,,,1.0,1.0,5.0,1.0,,97,28.326055555555556
,1.0,1.0,1.0,,4.0,1.0,4.0,,,2.0,2.0,5.0,4.0,,,1.0,1.0,,4.0,4.0,1.0,1.0,,,1.0,1.0,4.0,4.0,,2.0,,2.0,,2.0,4.0,1.0,4.0,,1.0,1.0,,,1.0,1.0,97,28.403033333333333
1.0,1.0,,,1.0,3.0,1.0,,5.0,,3.0,2.0,3.0,,1.0,3.0,1.0,,2.0,,4.0,1.0,,5.0,2.0,1.0,,2.0,4.0,,,4.0,2.0,,4.0,2.0,2.0,,1.0,1.0,1.0,,,2.0,4.0,97,29.004733333333334
,1.0,1.0,,1.0,3.0,1.0,2.0,,,2.0,1.0,3.0,,1.0,,1.0,1.0,2.0,,4.0,1.0,1.0,,,3.0,3.0,4.0,,5.0,,4.0,2.0,4.0,4.0,,1.0,5.0,,1.0,,1.0,5.0,1.0,,97,29.087966666666667
,4.0,1.0,4.0,,4.0,2.0,,2.0,4.0,2.0,,,5.0,2.0,,1.0,1.0,4.0,,2.0,,5.0,1.0,2.0,,1.0,4.0,,2.0,,4.0,2.0,4.0,4.0,,1.0,5.0,,1.0,1.0,,4.0,2.0,,97,29.163744444444443
1.0,2.0,,4.0,,2.0,,2.0,2.0,4.0,,1.0,5.0,,1.0,3.0,1.0,,2.0,,4.0,5.0,5.0,,3.0,,1.0,2.0,,2.0,2.0,4.0,,4.0,,2.0,,4.0,2.0,1.0,,1.0,,2.0,4.0,97,29.25058888888889
,2.0,1.0,,2.0,4.0,1.0,,2.0,,4.0,4.0,4.0,,1.0,4.0,,1.0,2.0,,4.0,4.0,5.0,,2.0,,1.0,2.0,,1.0,2.0,,2.0,2.0,4.0,,1.0,,1.0,,1.0,1.0,4.0,2.0,,97,29.324255555555556
2.0,,1.0,4.0,,2.0,,1.0,1.0,5.0,,1.0,5.0,,1.0,5.0,1.0,,2.0,4.0,,5.0,5.0,,2.0,,1.0,,4.0,2.0,,4.0,2.0,,4.0,2.0,,5.0,2.0,1.0,1.0,,,2.0,2.0,97,29.400244444444443
1.0,1.0,,2.0,,3.0,1.0,3.0,,4.0,4.0,,4.0,,1.0,,1.0,1.0,1.0,,4.0,1.0,1.0,,3.0,1.0,,2.0,5.0,,2.0,4.0,,4.0,4.0,,1.0,5.0,,1.0,1.0,,,1.0,2.0,97,30.007844444444444
1.0,,1.0,,2.0,3.0,1.0,5.0,,,1.0,2.0,,5.0,1.0,,1.0,1.0,2.0,,4.0,,1.0,5.0,,1.0,1.0,,5.0,5.0,1.0,4.0,,4.0,4.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,97,30.087022222222224
,1.0,1.0,1.0,1.0,,,2.0,5.0,,2.0,1.0,5.0,,1.0,,1.0,1.0,,4.0,4.0,1.0,1.0,,3.0,1.0,,2.0,5.0,,,4.0,1.0,5.0,,1.0,1.0,5.0,,,1.0,1.0,5.0,2.0,,97,30.16122222222222
1.0,,1.0,,1.0,1.0,1.0,4.0,,4.0,,1.0,5.0,,1.0,,1.0,1.0,4.0,1.0,,4.0,1.0,,1.0,,1.0,1.0,,4.0,1.0,1.0,,4.0,,1.0,,5.0,1.0,1.0,,1.0,2.0,,1.0,97,30.24532222222222
4.0,,1.0,,4.0,1.0,,1.0,2.0,,2.0,1.0,5.0,,1.0,4.0,,1.0,2.0,4.0,,2.0,,1.0,,1.0,1.0,1.0,4.0,,1.0,1.0,,4.0,4.0,,1.0,5.0,,1.0,1.0,,,1.0,1.0,97,30.322277777777778
4.0,,1.0,4.0,4.0,,,4.0,2.0,1.0,1.0,,,4.0,1.0,4.0,1.0,,2.0,4.0,,1.0,,4.0,1.0,1.0,,1.0,4.0,,1.0,,1.0,,4.0,2.0,,4.0,1.0,,1.0,1.0,,1.0,1.0,97,30.40557777777778
1.0,,1.0,1.0,1.0,,1.0,,5.0,4.0,,3.0,4.0,,3.0,3.0,,1.0,2.0,4.0,,1.0,1.0,,,1.0,1.0,1.0,,5.0,1.0,,1.0,4.0,4.0,,1.0,,1.0,1.0,1.0,,5.0,1.0,,97,31.001922222222223
,1.0,1.0,1.0,1.0,,1.0,1.0,,4.0,,2.0,4.0,,1.0,4.0,,1.0,1.0,,4.0,1.0,1.0,,3.0,,1.0,,4.0,5.0,1.0,,2.0,,4.0,1.0,,5.0,1.0,1.0,,1.0,,1.0,4.0,97,31.089266666666667
1.0,1.0,,1.0,1.0,,1.0,1.0,,4.0,2.0,,4.0,,1.0,4.0,1.0,,2.0,4.0,,,1.0,5.0,,1.0,1.0,,4.0,5.0,1.0,,1.0,4.0,2.0,,,4.0,1.0,,1.0,1.0,,1.0,1.0,97,31.160711111111112
,1.0,1.0,2.0,,3.0,,1.0,4.0,4.0,,2.0,,4.0,1.0,3.0,3.0,,2.0,4.0,,1.0,,5.0,3.0,,1.0,1.0,,5.0,1.0,,1.0,4.0,4.0,,1.0,5.0,,,1.0,1.0,,1.0,1.0,97,31.23971111111111
1.0,1.0,,2.0,,2.0,,2.0,4.0,,2.0,4.0,5.0,5.0,,1.0,,1.0,2.0,,4.0,,1.0,2.0,3.0,2.0,,2.0,4.0,,1.0,,2.0,,4.0,2.0,1.0,,1.0,1.0,1.0,,4.0,,1.0,97,31.322466666666667
,1.0,1.0,,1.0,3.0,1.0,4.0,,3.0,,4.0,4.0,4.0,,4.0,4.0,,4.0,,2.0,4.0,4.0,,,2.0,1.0,,4.0,2.0,,4.0,2.0,,4.0,4.0,1.0,5.0,,1.0,,1.0,4.0,1.0,,97,31.3999
1.0,1.0,,1.0,1.0,,,1.0,5.0,3.0,,3.0,5.0,,2.0,1.0,1.0,,,4.0,4.0,,1.0,5.0,3.0,,1.0,,4.0,5.0,1.0,,1.0,4.0,2.0,,1.0,5.0,,1.0,1.0,,,1.0,1.0,97,32.004533333333335
1.0,1.0,,1.0,1.0,,,1.0,5.0,3.0,4.0,,4.0,,1.0,3.0,,1.0,4.0,,2.0,1.0,1.0,,3.0,,1.0,2.0,2.0,,1.0,,4.0,2.0,,4.0,1.0,5.0,,,1.0,1.0,4.0,1.0,,97,32.09098888888889
2.0,,1.0,2.0,2.0,,1.0,,4.0,,2.0,1.0,,4.0,1.0,,1.0,1.0,4.0,2.0,,,4.0,2.0,2.0,,1.0,4.0,,1.0,1.0,4.0,,,4.0,2.0,,4.0,1.0,,1.0,1.0,4.0,1.0,,97,32.158722222222224
1.0,1.0,,,1.0,4.0,1.0,1.0,,4.0,,2.0,,5.0,2.0,4.0,,1.0,,2.0,2.0,5.0,,2.0,3.0,2.0,,4.0,,2.0,2.0,4.0,,,4.0,2.0,1.0,,1.0,1.0,1.0,,4.0,,1.0,97,32.24457777777778
4.0,4.0,,,2.0,4.0,,1.0,2.0,4.0,2.0,,5.0,5.0,,4.0,1.0,,,2.0,2.0,5.0,5.0,,,2.0,1.0,4.0,,1.0,1.0,,2.0,4.0,4.0,,1.0,,5.0,,1.0,1.0,4.0,,4.0,97,32.341388888888886
2.0,,1.0,4.0,,2.0,1.0,1.0,,,2.0,2.0,,5.0,1.0,1.0,,4.0,4.0,,2.0,5.0,5.0,,,1.0,1.0,2.0,,1.0,,4.0,1.0,4.0,,2.0,,5.0,1.0,,1.0,1.0,,2.0,1.0,97,32.398633333333336
1.0,,1.0,2.0,,1.0,1.0,1.0,,4.0,2.0,,,3.0,3.0,,1.0,1.0,,4.0,4.0,1.0,1.0,,2.0,1.0,,1.0,4.0,,,4.0,1.0,,4.0,2.0,1.0,,2.0,1.0,,1.0,,1.0,1.0,97,33.01211111111111
1.0,,1.0,1.0,1.0,,1.0,1.0,,,2.0,2.0,4.0,,3.0,1.0,,1.0,2.0,4.0,,,1.0,5.0,2.0,,1.0,1.0,,5.0,,4.0,1.0,3.0,,3.0,,5.0,2.0,1.0,1.0,,,1.0,2.0,97,33.10344444444444
,1.0,1.0,1.0,,3.0,1.0,1.0,,2.0,,1.0,3.0,3.0,,3.0,,1.0,2.0,4.0,,1.0,1.0,,,1.0,1.0,1.0,5.0,,1.0,,1.0,4.0,4.0,,,5.0,1.0,,1.0,1.0,4.0,1.0,,97,33.16786666666667
,1.0,1.0,,1.0,4.0,,1.0,4.0,4.0,1.0,,5.0,5.0,,4.0,,2.0,,4.0,4.0,,2.0,4.0,2.0,1.0,,,4.0,1.0,,4.0,1.0,,4.0,2.0,2.0,,1.0,1.0,,1.0,4.0,,1.0,97,33.24786666666667
1.0,,1.0,1.0,,1.0,,2.0,4.0,4.0,,4.0,4.0,,2.0,3.0,4.0,,2.0,4.0,,1.0,1.0,,,2.0,4.0,4.0,,4.0,,4.0,4.0,,2.0,4.0,4.0,4.0,,,1.0,1.0,,1.0,2.0,97,33.32642222222222
1.0,1.0,,,1.0,3.0,1.0,,5.0,,2.0,4.0,4.0,,2.0,3.0,,1.0,1.0,4.0,,1.0,1.0,,1.0,1.0,,4.0,2.0,,1.0,,4.0,,1.0,4.0,4.0,,4.0,,1.0,1.0,4.0,,2.0,97,33.40396666666667
,4.0,1.0,,4.0,2.0,,1.0,2.0,,1.0,1.0,5.0,5.0,,4.0,1.0,,,1.0,1.0,1.0,1.0,,4.0,1.0,,,4.0,2.0,2.0,4.0,,4.0,4.0,,,5.0,1.0,1.0,,1.0,,5.0,1.0,97,34.036611111111114
2.0,,1.0,2.0,2.0,,1.0,4.0,,,2.0,1.0,4.0,,1.0,2.0,,1.0,,4.0,4.0,1.0,,5.0,,1.0,1.0,4.0,,5.0,2.0,4.0,,,1.0,4.0,1.0,,1.0,1.0,,1.0,4.0,2.0,,97,34.1272
,4.0,1.0,,4.0,2.0,2.0,4.0,,4.0,2.0,,,5.0,1.0,,1.0,1.0,,4.0,4.0,1.0,1.0,,1.0,,1.0,,4.0,4.0,,4.0,2.0,4.0,,1.0,1.0,5.0,,1.0,1.0,,5.0,,1.0,97,34.16067777777778
2.0,,1.0,1.0,,4.0,1.0,2.0,,,2.0,1.0,5.0,5.0,,4.0,1.0,,4.0,,1.0,,1.0,5.0,4.0,,1.0,2.0,,4.0,2.0,,2.0,4.0,,2.0,4.0,,4.0,,1.0,1.0,4.0,,2.0,97,34.243655555555556
,2.0,1.0,1.0,1.0,,1.0,,4.0,4.0,2.0,,5.0,,1.0,4.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,4.0,,,4.0,1.0,2.0,,2.0,1.0,4.0,,1.0,,1.0,4.0,,1.0,97,34.32284444444444
4.0,,1.0,4.0,,2.0,1.0,,5.0,5.0,,2.0,5.0,5.0,,,1.0,1.0,2.0,,4.0,1.0,,5.0,4.0,,1.0,1.0,4.0,,1.0,,1.0,4.0,,2.0,2.0,5.0,,1.0,,1.0,,1.0,2.0,97,34.40103333333333
1.0,1.0,,1.0,1.0,,1.0,4.0,,4.0,,2.0,,5.0,1.0,,1.0,1.0,2.0,4.0,,1.0,1.0,,3.0,,1.0,4.0,5.0,,1.0,,1.0,4.0,4.0,,4.0,4.0,,1.0,1.0,,,1.0,1.0,97,35.08215555555556
1.0,1.0,,1.0,1.0,,,1.0,4.0,,4.0,4.0,4.0,,1.0,4.0,,1.0,4.0,2.0,,1.0,,5.0,,1.0,1.0,4.0,,2.0,,4.0,4.0,4.0,,1.0,1.0,5.0,,,1.0,1.0,5.0,,1.0,97,35.160155555555555
4.0,,1.0,2.0,,4.0,2.0,2.0,,5.0,2.0,,5.0,4.0,,4.0,,1.0,,4.0,4.0,1.0,,1.0,4.0,1.0,,,5.0,2.0,1.0,,2.0,4.0,4.0,,1.0,,1.0,1.0,1.0,,4.0,,1.0,97,35.24788888888889
1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,4.0,1.0,4.0,,2.0,2.0,4.0,,1.0,1.0,,1.0,1.0,,1.0,,5.0,1.0,,4.0,,4.0,2.0,1.0,,2.0,1.0,,1.0,4.0,1.0,,97,35.32586666666667
1.0,,1.0,,2.0,3.0,1.0,,5.0,4.0,,2.0,,5.0,2.0,4.0,,1.0,,4.0,4.0,1.0,1.0,,4.0,1.0,,,4.0,4.0,1.0,,2.0,4.0,,2.0,2.0,,2.0,1.0,1.0,,4.0,,2.0,97,35.40015555555556
,1.0,1.0,4.0,1.0,,2.0,,2.0,4.0,2.0,,4.0,,1.0,4.0,,1.0,4.0,2.0,,,1.0,2.0,,2.0,1.0,2.0,,2.0,,4.0,1.0,4.0,,2.0,,5.0,1.0,,1.0,1.0,4.0,,1.0,97,36.04041111111111
1.0,1.0,,,1.0,1.0,1.0,,4.0,,2.0,1.0,4.0,,1.0,1.0,1.0,,2.0,,4.0,,1.0,5.0,1.0,1.0,,4.0,,4.0,,4.0,2.0,,4.0,4.0,1.0,,4.0,1.0,,1.0,4.0,,2.0,97,36.13047777777778
1.0,,1.0,,2.0,4.0,1.0,4.0,,4.0,,4.0,,5.0,1.0,2.0,4.0,,,4.0,4.0,1.0,,5.0,,1.0,1.0,,4.0,2.0,2.0,4.0,,4.0,,4.0,2.0,5.0,,1.0,1.0,,4.0,1.0,,97,36.16106666666666
1.0,1.0,,1.0,,4.0,,4.0,4.0,4.0,2.0,,5.0,,1.0,,1.0,1.0,,4.0,4.0,,1.0,4.0,2.0,1.0,,4.0,,2.0,1.0,,2.0,,4.0,4.0,2.0,5.0,,,1.0,1.0,4.0,,2.0,97,36.29076666666667
1.0,1.0,,1.0,1.0,,1.0,,4.0,4.0,,1.0,4.0,,1.0,,1.0,1.0,,4.0,4.0,1.0,1.0,,,1.0,1.0,4.0,5.0,,1.0,4.0,,4.0,4.0,,1.0,,2.0,1.0,,1.0,4.0,1.0,,97,36.31941111111111
1.0,1.0,,2.0,,4.0,2.0,,4.0,,1.0,4.0,5.0,4.0,,5.0,,1.0,,2.0,2.0,,1.0,5.0,,5.0,1.0,2.0,2.0,,1.0,,4.0,2.0,4.0,,,5.0,4.0,1.0,1.0,,5.0,,1.0,97,36.40048888888889
4.0,4.0,,4.0,2.0,,1.0,2.0,,4.0,2.0,,,5.0,1.0,,1.0,1.0,4.0,2.0,,,5.0,2.0,2.0,,1.0,,2.0,2.0,1.0,,2.0,,4.0,2.0,,4.0,2.0,,1.0,1.0,4.0,,1.0,97,37.038155555555555
,1.0,1.0,2.0,,4.0,,2.0,4.0,,4.0,1.0,,4.0,1.0,2.0,4.0,,4.0,,2.0,,1.0,5.0,3.0,,1.0,4.0,,5.0,,4.0,2.0,,4.0,2.0,2.0,5.0,,1.0,,1.0,4.0,,1.0,97,37.10454444444444
1.0,2.0,,1.0,,4.0,1.0,,4.0,4.0,,2.0,5.0,5.0,,,1.0,1.0,2.0,4.0,,,2.0,2.0,3.0,,1.0,2.0,,2.0,2.0,4.0,,,4.0,4.0,4.0,,1.0,1.0,,1.0,4.0,,1.0,97,37.18233333333333
,4.0,1.0,,1.0,1.0,1.0,,4.0,,2.0,1.0,,5.0,1.0,4.0,1.0,,4.0,2.0,,4.0,,1.0,,1.0,1.0,1.0,4.0,,1.0,4.0,,5.0,,1.0,1.0,,4.0,1.0,1.0,,4.0,1.0,,97,37.25485555555556
1.0,2.0,,1.0,1.0,,1.0,2.0,,1.0,,1.0,,4.0,1.0,4.0,1.0,,2.0,4.0,,,4.0,1.0,2.0,1.0,,1.0,,1.0,1.0,4.0,,4.0,,2.0,,5.0,2.0,,1.0,1.0,,1.0,1.0,97,37.3225
1.0,1.0,,2.0,,4.0,1.0,,4.0,4.0,2.0,,5.0,,1.0,4.0,,1.0,4.0,,2.0,1.0,4.0,,1.0,2.0,,,4.0,2.0,2.0,,2.0,4.0,4.0,,1.0,5.0,,1.0,,1.0,4.0,,2.0,97,37.41898888888889
4.0,5.0,,4.0,5.0,,2.0,,1.0,5.0,1.0,,5.0,,1.0,1.0,,1.0,,4.0,4.0,1.0,5.0,,4.0,1.0,,4.0,4.0,,1.0,4.0,,4.0,,4.0,,5.0,1.0,1.0,,1.0,2.0,,4.0,97,38.03858888888889
1.0,1.0,,3.0,,4.0,1.0,,4.0,5.0,,1.0,5.0,5.0,,4.0,,1.0,2.0,4.0,,1.0,,5.0,2.0,,1.0,2.0,,4.0,1.0,4.0,,4.0,4.0,,,5.0,1.0,1.0,1.0,,5.0,1.0,,97,38.082588888888885
,1.0,1.0,,2.0,4.0,,1.0,5.0,4.0,,1.0,5.0,4.0,,4.0,1.0,,4.0,,2.0,1.0,,5.0,,1.0,1.0,,4.0,4.0,,4.0,1.0,4.0,,2.0,1.0,5.0,,,1.0,1.0,4.0,,1.0,97,38.15954444444444
4.0,,4.0,4.0,4.0,,1.0,1.0,,4.0,1.0,,1.0,,1.0,,1.0,1.0,2.0,4.0,,1.0,,4.0,4.0,1.0,,,4.0,2.0,,4.0,1.0,4.0,,2.0,,5.0,2.0,1.0,1.0,,5.0,4.0,,97,38.24368888888889
,1.0,1.0,1.0,,3.0,,1.0,4.0,4.0,1.0,,5.0,4.0,,3.0,,1.0,2.0,,4.0,,1.0,5.0,2.0,1.0,,,4.0,2.0,1.0,4.0,,4.0,4.0,,,5.0,2.0,1.0,,1.0,4.0,,1.0,97,38.31991111111111
4.0,,1.0,4.0,4.0,,2.0,,1.0,4.0,,1.0,4.0,,1.0,,1.0,1.0,,1.0,4.0,4.0,,2.0,4.0,1.0,,4.0,,4.0,1.0,,1.0,4.0,4.0,,,4.0,1.0,,1.0,1.0,4.0,,4.0,97,38.40041111111111
1.0,,2.0,3.0,2.0,,2.0,1.0,,4.0,,2.0,,4.0,2.0,4.0,2.0,,2.0,,4.0,,4.0,3.0,,4.0,2.0,,2.0,3.0,3.0,,3.0,4.0,5.0,,4.0,,4.0,5.0,,5.0,4.0,,4.0,98,18.162622222222222
2.0,1.0,,2.0,,4.0,2.0,2.0,,3.0,,2.0,5.0,5.0,,4.0,,5.0,2.0,2.0,,,2.0,4.0,4.0,4.0,,,2.0,2.0,3.0,4.0,,5.0,,2.0,2.0,,1.0,5.0,,5.0,,5.0,3.0,98,18.23947777777778
5.0,5.0,,,5.0,4.0,4.0,4.0,,4.0,4.0,,,5.0,2.0,3.0,,3.0,4.0,4.0,,2.0,,1.0,,2.0,1.0,,5.0,3.0,4.0,1.0,,2.0,,4.0,1.0,5.0,,,5.0,5.0,1.0,,5.0,98,18.396333333333335
,1.0,2.0,2.0,2.0,,1.0,,5.0,3.0,3.0,,4.0,,2.0,3.0,,2.0,3.0,2.0,,,2.0,4.0,3.0,4.0,,2.0,2.0,,3.0,3.0,,4.0,,2.0,,4.0,2.0,,2.0,2.0,4.0,1.0,,98,19.013755555555555
