E1_1,E1_2,E1_3,E2_1,E2_2,E2_3,E3_1,E3_2,E3_3,A1_1,A1_2,A1_3,A2_1,A2_2,A2_3,A3_1,A3_2,A3_3,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,N1_1,N1_2,N1_3,N2_1,N2_2,N2_3,N3_1,N3_2,N3_3,O1_1,O1_2,O1_3,O2_1,O2_2,O2_3,O3_1,O3_2,O3_3,PID,day
4.0,4.0,,,2.0,4.0,2.0,,4.0,,2.0,2.0,4.0,,2.0,4.0,,2.0,,4.0,4.0,,4.0,2.0,,2.0,2.0,,2.0,2.0,4.0,2.0,,4.0,4.0,,4.0,,4.0,4.0,,4.0,2.0,,4.0,96,20.16167777777778
2.0,2.0,,,2.0,3.0,2.0,,4.0,3.0,3.0,,4.0,,2.0,4.0,2.0,,3.0,,3.0,4.0,,2.0,4.0,2.0,,5.0,1.0,,,2.0,4.0,,2.0,3.0,,2.0,4.0,3.0,,3.0,4.0,,3.0,96,20.240233333333332
2.0,2.0,,2.0,,3.0,2.0,,4.0,3.0,,2.0,,3.0,2.0,3.0,,2.0,2.0,,3.0,,3.0,3.0,4.0,,3.0,5.0,,1.0,4.0,,4.0,2.0,2.0,,4.0,3.0,,3.0,,3.0,,2.0,2.0,96,20.324011111111112
2.0,,4.0,2.0,,3.0,,2.0,4.0,,4.0,2.0,,4.0,2.0,4.0,3.0,,,4.0,4.0,2.0,2.0,,,2.0,4.0,4.0,,3.0,4.0,,4.0,2.0,,2.0,4.0,2.0,,4.0,4.0,,4.0,3.0,,96,21.00278888888889
2.0,,4.0,,2.0,4.0,2.0,,4.0,4.0,4.0,,4.0,,2.0,,2.0,2.0,,4.0,4.0,4.0,,2.0,3.0,2.0,,,2.0,2.0,4.0,,4.0,,2.0,3.0,4.0,2.0,,4.0,4.0,,4.0,,3.0,96,21.07882222222222
2.0,,4.0,2.0,,3.0,4.0,,4.0,,2.0,3.0,4.0,4.0,,3.0,3.0,,3.0,,2.0,5.0,5.0,,,2.0,2.0,4.0,,2.0,4.0,3.0,,,4.0,3.0,4.0,,4.0,3.0,3.0,,,2.0,4.0,96,21.162111111111113
,4.0,4.0,2.0,,4.0,2.0,,3.0,,4.0,2.0,4.0,4.0,,4.0,,2.0,2.0,,2.0,4.0,4.0,,4.0,2.0,,,2.0,3.0,4.0,2.0,,3.0,3.0,,4.0,,4.0,4.0,4.0,,4.0,,3.0,96,21.240266666666667
,2.0,3.0,,2.0,4.0,2.0,2.0,,,3.0,2.0,,4.0,2.0,4.0,3.0,,2.0,,3.0,,2.0,4.0,3.0,,3.0,4.0,,3.0,4.0,,4.0,4.0,3.0,,4.0,,2.0,3.0,3.0,,,2.0,3.0,96,21.31898888888889
,1.0,4.0,2.0,,3.0,,2.0,3.0,3.0,,2.0,4.0,4.0,,,2.0,2.0,2.0,,4.0,4.0,4.0,,,2.0,2.0,4.0,2.0,,4.0,3.0,,,3.0,2.0,4.0,2.0,,4.0,3.0,,,2.0,2.0,96,21.420955555555555
2.0,,4.0,2.0,2.0,,2.0,,4.0,3.0,,2.0,,4.0,2.0,4.0,,2.0,2.0,4.0,,2.0,2.0,,3.0,,4.0,,2.0,2.0,4.0,2.0,,3.0,,3.0,4.0,2.0,,4.0,,4.0,,2.0,3.0,96,22.034033333333333
,4.0,4.0,2.0,,3.0,2.0,2.0,,4.0,,2.0,4.0,,2.0,4.0,,2.0,3.0,2.0,,4.0,,2.0,4.0,,2.0,,1.0,2.0,4.0,,4.0,2.0,,3.0,4.0,,4.0,4.0,,3.0,4.0,2.0,,96,22.12207777777778
2.0,,4.0,2.0,2.0,,2.0,2.0,,,4.0,2.0,4.0,4.0,,4.0,4.0,,2.0,,2.0,4.0,4.0,,,2.0,2.0,4.0,2.0,,4.0,,3.0,,3.0,2.0,,2.0,4.0,4.0,,4.0,4.0,2.0,,96,22.159444444444443
2.0,,4.0,,2.0,3.0,,2.0,3.0,,4.0,2.0,,5.0,2.0,,3.0,2.0,4.0,,3.0,,4.0,2.0,,2.0,2.0,,2.0,3.0,,4.0,3.0,4.0,,2.0,4.0,,4.0,4.0,,3.0,,2.0,2.0,96,22.267944444444446
4.0,,3.0,,2.0,4.0,2.0,,4.0,3.0,,2.0,4.0,,2.0,,3.0,2.0,2.0,,4.0,2.0,2.0,,3.0,4.0,,4.0,,4.0,,3.0,4.0,3.0,,3.0,,2.0,3.0,,4.0,4.0,4.0,,2.0,96,22.318544444444445
4.0,,4.0,,2.0,4.0,,2.0,3.0,,2.0,2.0,4.0,4.0,,,2.0,2.0,,2.0,2.0,4.0,4.0,,4.0,2.0,,4.0,,2.0,4.0,,4.0,3.0,,3.0,4.0,,4.0,,3.0,3.0,4.0,2.0,,96,22.4484
2.0,,4.0,,2.0,4.0,2.0,,4.0,,3.0,3.0,3.0,3.0,,3.0,,2.0,,4.0,5.0,2.0,1.0,,,4.0,3.0,3.0,2.0,,4.0,5.0,,3.0,,2.0,,3.0,4.0,4.0,,4.0,4.0,2.0,,96,22.958644444444445
,2.0,4.0,2.0,2.0,,2.0,,4.0,4.0,,2.0,4.0,4.0,,,2.0,2.0,3.0,,3.0,3.0,,5.0,3.0,4.0,,,2.0,3.0,4.0,2.0,,3.0,,3.0,3.0,,3.0,4.0,,4.0,,2.0,2.0,96,23.087055555555555
,2.0,4.0,2.0,2.0,,2.0,2.0,,3.0,4.0,,4.0,4.0,,,2.0,2.0,,4.0,4.0,1.0,,4.0,,3.0,4.0,4.0,,3.0,,2.0,4.0,,4.0,3.0,,2.0,4.0,3.0,,4.0,,2.0,2.0,96,23.1697
4.0,,2.0,,2.0,4.0,2.0,2.0,,4.0,,2.0,4.0,,3.0,3.0,4.0,,,2.0,4.0,,2.0,4.0,,4.0,4.0,4.0,2.0,,4.0,,4.0,,3.0,3.0,,2.0,4.0,4.0,,4.0,,2.0,2.0,96,23.240155555555557
4.0,,3.0,3.0,3.0,,3.0,2.0,,,4.0,2.0,,4.0,2.0,,2.0,2.0,3.0,,2.0,4.0,,2.0,4.0,3.0,,,2.0,3.0,4.0,3.0,,,4.0,2.0,4.0,,4.0,4.0,,4.0,,4.0,4.0,96,23.323666666666668
2.0,2.0,,,2.0,4.0,,2.0,4.0,3.0,,3.0,4.0,4.0,,4.0,2.0,,3.0,3.0,,2.0,4.0,,4.0,,2.0,5.0,,2.0,4.0,2.0,,3.0,4.0,,4.0,2.0,,,4.0,4.0,4.0,,2.0,96,23.401622222222223
,2.0,3.0,2.0,,3.0,2.0,,4.0,3.0,,2.0,3.0,,2.0,,2.0,2.0,,3.0,4.0,2.0,,5.0,,2.0,2.0,,2.0,3.0,4.0,3.0,,,3.0,3.0,4.0,2.0,,4.0,3.0,,,2.0,2.0,96,23.958477777777777
,4.0,4.0,,2.0,3.0,2.0,,2.0,,4.0,2.0,4.0,4.0,,4.0,,2.0,3.0,2.0,,3.0,3.0,,,2.0,2.0,5.0,2.0,,4.0,,4.0,,2.0,4.0,,3.0,3.0,4.0,,4.0,2.0,,4.0,96,24.081666666666667
,4.0,4.0,2.0,2.0,,,4.0,2.0,4.0,,2.0,4.0,4.0,,4.0,2.0,,2.0,,2.0,,2.0,4.0,3.0,,4.0,4.0,,2.0,4.0,,4.0,3.0,4.0,,4.0,,4.0,4.0,,4.0,4.0,4.0,,96,24.161933333333334
4.0,3.0,,2.0,2.0,,4.0,,2.0,4.0,,2.0,,4.0,2.0,4.0,2.0,,4.0,,2.0,,2.0,2.0,4.0,2.0,,4.0,2.0,,2.0,2.0,,,4.0,2.0,4.0,2.0,,4.0,4.0,,,4.0,2.0,96,24.325488888888888
,4.0,3.0,,2.0,4.0,3.0,,2.0,4.0,2.0,,4.0,,2.0,4.0,2.0,,,3.0,3.0,2.0,,4.0,4.0,2.0,,4.0,2.0,,4.0,3.0,,,4.0,2.0,,2.0,4.0,2.0,4.0,,,2.0,3.0,96,24.40062222222222
2.0,,3.0,2.0,,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,,3.0,3.0,3.0,,3.0,3.0,,3.0,,3.0,3.0,,4.0,4.0,,3.0,3.0,4.0,,3.0,3.0,3.0,,3.0,3.0,,,2.0,3.0,96,24.958677777777776
,2.0,3.0,,2.0,3.0,2.0,,3.0,,2.0,2.0,,4.0,2.0,,3.0,2.0,,3.0,3.0,2.0,,4.0,4.0,2.0,,4.0,3.0,,4.0,,4.0,2.0,2.0,,,2.0,4.0,4.0,5.0,,3.0,4.0,,96,25.10333333333333
,2.0,4.0,,2.0,4.0,3.0,4.0,,4.0,,2.0,4.0,4.0,,4.0,,2.0,3.0,,2.0,,1.0,4.0,,2.0,3.0,4.0,2.0,,4.0,3.0,,3.0,3.0,,,2.0,4.0,4.0,5.0,,3.0,,2.0,96,25.165966666666666
3.0,4.0,,,2.0,4.0,2.0,,4.0,,3.0,3.0,4.0,4.0,,4.0,2.0,,3.0,2.0,,4.0,,4.0,3.0,,3.0,4.0,2.0,,4.0,2.0,,3.0,3.0,,,2.0,2.0,4.0,,4.0,,4.0,2.0,96,25.238466666666667
4.0,4.0,,4.0,2.0,,3.0,,2.0,4.0,,2.0,,4.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,4.0,4.0,3.0,,,2.0,3.0,4.0,4.0,,4.0,4.0,,,2.0,4.0,4.0,,4.0,3.0,4.0,,96,25.323444444444444
,3.0,4.0,2.0,2.0,,2.0,3.0,,4.0,,2.0,,4.0,2.0,,2.0,2.0,3.0,,3.0,,2.0,2.0,4.0,,3.0,4.0,4.0,,4.0,2.0,,3.0,3.0,,4.0,2.0,,4.0,,4.0,3.0,,4.0,96,25.39938888888889
2.0,,3.0,2.0,2.0,,2.0,,4.0,,3.0,2.0,,3.0,2.0,,3.0,3.0,2.0,4.0,,2.0,,4.0,,3.0,3.0,4.0,2.0,,4.0,,4.0,3.0,3.0,,3.0,2.0,,4.0,4.0,,3.0,,3.0,96,25.959055555555555
4.0,4.0,,,2.0,4.0,3.0,2.0,,4.0,,2.0,4.0,,2.0,,3.0,2.0,,4.0,4.0,2.0,3.0,,4.0,4.0,,4.0,,2.0,,3.0,4.0,4.0,4.0,,4.0,,4.0,4.0,4.0,,,4.0,3.0,96,26.087766666666667
4.0,,4.0,2.0,,4.0,2.0,,3.0,,2.0,2.0,4.0,4.0,,4.0,2.0,,,2.0,2.0,,4.0,2.0,4.0,2.0,,4.0,2.0,,4.0,3.0,,,4.0,2.0,4.0,2.0,,,4.0,4.0,,4.0,4.0,96,26.208833333333335
2.0,,4.0,2.0,2.0,,,3.0,3.0,4.0,2.0,,4.0,,2.0,,2.0,2.0,2.0,,2.0,4.0,,2.0,4.0,2.0,,4.0,2.0,,4.0,,4.0,,2.0,4.0,,2.0,4.0,4.0,,4.0,4.0,,3.0,96,26.2569
,4.0,3.0,,2.0,4.0,,2.0,4.0,,2.0,3.0,,4.0,2.0,4.0,,2.0,,4.0,4.0,,1.0,5.0,,4.0,3.0,4.0,2.0,,4.0,,4.0,4.0,3.0,,4.0,2.0,,,4.0,4.0,4.0,2.0,,96,26.31877777777778
4.0,4.0,,2.0,,4.0,2.0,3.0,,4.0,,2.0,,4.0,2.0,4.0,2.0,,3.0,,3.0,2.0,,3.0,4.0,2.0,,4.0,,3.0,3.0,,3.0,3.0,3.0,,,2.0,4.0,4.0,3.0,,4.0,4.0,,96,26.4018
4.0,3.0,,3.0,2.0,,2.0,2.0,,,2.0,2.0,,4.0,2.0,4.0,2.0,,2.0,,4.0,4.0,,3.0,4.0,,2.0,4.0,,3.0,4.0,2.0,,,4.0,2.0,,2.0,4.0,4.0,,4.0,,2.0,3.0,96,27.01482222222222
4.0,4.0,,2.0,,4.0,2.0,,4.0,,2.0,2.0,,4.0,2.0,4.0,,2.0,4.0,2.0,,3.0,,4.0,,3.0,2.0,4.0,2.0,,4.0,,4.0,4.0,4.0,,,2.0,4.0,4.0,,4.0,2.0,,3.0,96,27.094966666666668
,2.0,3.0,,2.0,4.0,2.0,2.0,,,2.0,2.0,4.0,,2.0,4.0,2.0,,,3.0,3.0,4.0,2.0,,4.0,,2.0,4.0,,4.0,4.0,2.0,,,2.0,4.0,4.0,,4.0,4.0,,4.0,,2.0,2.0,96,27.238466666666667
,2.0,2.0,2.0,2.0,,,3.0,4.0,,2.0,2.0,4.0,,2.0,4.0,2.0,,2.0,4.0,,2.0,2.0,,3.0,3.0,,4.0,2.0,,4.0,2.0,,4.0,,2.0,4.0,2.0,,3.0,,4.0,,2.0,2.0,96,27.34428888888889
,2.0,4.0,2.0,,4.0,2.0,2.0,,,2.0,2.0,4.0,,2.0,4.0,,2.0,2.0,,4.0,2.0,2.0,,,3.0,4.0,,2.0,2.0,4.0,,4.0,2.0,3.0,,4.0,,4.0,3.0,3.0,,4.0,2.0,,96,27.420155555555557
4.0,5.0,,2.0,2.0,,2.0,4.0,,,2.0,2.0,4.0,,2.0,4.0,2.0,,3.0,2.0,,,2.0,3.0,4.0,2.0,,4.0,,4.0,4.0,2.0,,3.0,,2.0,4.0,3.0,,4.0,4.0,,,4.0,2.0,96,28.004855555555555
,4.0,2.0,,2.0,4.0,,3.0,3.0,4.0,4.0,,4.0,4.0,,4.0,,2.0,3.0,4.0,,2.0,2.0,,,2.0,3.0,4.0,2.0,,4.0,,4.0,,4.0,2.0,4.0,2.0,,,4.0,4.0,2.0,2.0,,96,30.158433333333335
3.0,2.0,,,2.0,4.0,2.0,2.0,,3.0,,2.0,4.0,,2.0,,3.0,2.0,,4.0,4.0,1.0,1.0,,,4.0,4.0,5.0,,3.0,4.0,2.0,,3.0,,2.0,3.0,2.0,,4.0,,3.0,4.0,,2.0,96,33.398922222222225
4.0,4.0,,2.0,2.0,,3.0,,2.0,4.0,,2.0,4.0,4.0,,4.0,,2.0,,2.0,2.0,4.0,,2.0,4.0,2.0,,4.0,2.0,,4.0,,4.0,4.0,4.0,,4.0,,3.0,,4.0,4.0,3.0,2.0,,96,34.00108888888889
2.0,,4.0,,2.0,3.0,,2.0,2.0,3.0,,2.0,4.0,4.0,,4.0,,2.0,,2.0,2.0,4.0,4.0,,4.0,,2.0,,2.0,2.0,4.0,4.0,,3.0,,2.0,4.0,,4.0,4.0,,4.0,4.0,,4.0,96,34.23968888888889
,3.0,4.0,2.0,2.0,,2.0,,4.0,4.0,2.0,,4.0,4.0,,4.0,,2.0,3.0,2.0,,3.0,,2.0,4.0,,2.0,,1.0,2.0,4.0,,4.0,2.0,,3.0,4.0,2.0,,4.0,,4.0,4.0,,2.0,96,34.31854444444444
4.0,4.0,,2.0,2.0,,2.0,,2.0,4.0,2.0,,4.0,4.0,,4.0,,2.0,3.0,,2.0,3.0,4.0,,4.0,,2.0,,2.0,3.0,3.0,,4.0,4.0,3.0,,4.0,2.0,,4.0,,4.0,3.0,,3.0,96,34.415144444444444
2.0,2.0,,2.0,,3.0,,2.0,3.0,3.0,,2.0,3.0,3.0,,4.0,,2.0,,3.0,3.0,2.0,,4.0,,3.0,4.0,,2.0,2.0,,2.0,4.0,3.0,3.0,,4.0,2.0,,4.0,,4.0,4.0,2.0,,96,34.95881111111111
2.0,,4.0,2.0,2.0,,2.0,2.0,,,2.0,2.0,4.0,4.0,,4.0,2.0,,3.0,3.0,,3.0,,2.0,4.0,,2.0,,1.0,2.0,4.0,2.0,,4.0,4.0,,4.0,2.0,,4.0,,4.0,4.0,2.0,,96,35.09691111111111
4.0,4.0,,2.0,2.0,,2.0,,3.0,,2.0,2.0,4.0,,2.0,4.0,2.0,,4.0,,2.0,4.0,4.0,,4.0,2.0,,5.0,,2.0,3.0,2.0,,,3.0,2.0,,2.0,4.0,,3.0,4.0,,2.0,3.0,96,35.23921111111111
2.0,,4.0,2.0,2.0,,2.0,,3.0,4.0,,2.0,,4.0,2.0,4.0,,2.0,,2.0,2.0,4.0,4.0,,,2.0,2.0,,1.0,2.0,4.0,2.0,,,3.0,3.0,,2.0,4.0,4.0,,4.0,,2.0,2.0,96,35.35418888888889
,3.0,4.0,2.0,2.0,,2.0,2.0,,,2.0,2.0,4.0,,2.0,4.0,,2.0,3.0,3.0,,4.0,,2.0,4.0,2.0,,4.0,2.0,,,2.0,4.0,3.0,3.0,,4.0,,4.0,,4.0,4.0,4.0,2.0,,96,36.0201
2.0,2.0,,,2.0,4.0,2.0,2.0,,,2.0,2.0,4.0,,2.0,4.0,,2.0,,2.0,2.0,4.0,4.0,,4.0,2.0,,5.0,,2.0,,2.0,4.0,2.0,3.0,,4.0,3.0,,4.0,4.0,,,2.0,2.0,96,36.081088888888885
2.0,,3.0,2.0,2.0,,,2.0,4.0,,2.0,2.0,4.0,4.0,,4.0,,2.0,2.0,4.0,,,2.0,4.0,,3.0,4.0,,1.0,2.0,4.0,2.0,,3.0,,3.0,,2.0,4.0,4.0,4.0,,4.0,,2.0,96,36.23846666666667
,4.0,3.0,,2.0,4.0,2.0,2.0,,,2.0,2.0,4.0,4.0,,,3.0,2.0,2.0,,4.0,2.0,,4.0,4.0,2.0,,4.0,,2.0,,2.0,4.0,2.0,,3.0,4.0,,3.0,4.0,4.0,,,2.0,2.0,96,36.32044444444445
,2.0,3.0,2.0,2.0,,2.0,,3.0,3.0,,2.0,,3.0,2.0,4.0,,2.0,3.0,3.0,,,2.0,4.0,4.0,2.0,,5.0,2.0,,4.0,2.0,,3.0,3.0,,,2.0,4.0,4.0,,4.0,4.0,2.0,,96,37.017044444444444
2.0,2.0,,,2.0,4.0,2.0,,3.0,,2.0,2.0,,4.0,2.0,,3.0,2.0,,3.0,3.0,4.0,4.0,,2.0,2.0,,4.0,,2.0,4.0,,4.0,3.0,3.0,,4.0,2.0,,4.0,,4.0,4.0,,2.0,96,37.12034444444444
,4.0,3.0,,2.0,4.0,2.0,,3.0,,2.0,2.0,,4.0,2.0,4.0,,2.0,3.0,,2.0,,4.0,3.0,,2.0,3.0,,2.0,2.0,3.0,2.0,,3.0,3.0,,4.0,2.0,,,4.0,4.0,,2.0,4.0,96,37.23961111111111
4.0,4.0,,2.0,,4.0,2.0,,3.0,4.0,,2.0,,4.0,2.0,3.0,4.0,,,2.0,4.0,2.0,2.0,,,2.0,2.0,,2.0,2.0,4.0,,4.0,,3.0,3.0,4.0,2.0,,4.0,4.0,,4.0,2.0,,96,37.33142222222222
3.0,,3.0,3.0,,3.0,5.0,,5.0,3.0,,3.0,,3.0,3.0,3.0,,3.0,3.0,4.0,,3.0,1.0,,,3.0,3.0,4.0,4.0,,,3.0,2.0,3.0,,3.0,2.0,4.0,,3.0,3.0,,,1.0,2.0,97,18.008322222222223
,3.0,3.0,3.0,,3.0,1.0,,5.0,3.0,3.0,,3.0,,3.0,,1.0,1.0,,4.0,4.0,,1.0,5.0,3.0,,1.0,1.0,5.0,,1.0,3.0,,3.0,,1.0,,3.0,1.0,,1.0,1.0,,1.0,1.0,97,18.10258888888889
1.0,1.0,,,1.0,1.0,,1.0,5.0,3.0,,1.0,,3.0,3.0,,1.0,1.0,4.0,4.0,,1.0,,5.0,3.0,3.0,,1.0,4.0,,,3.0,1.0,3.0,3.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,97,18.169555555555554
,1.0,1.0,1.0,,1.0,,4.0,5.0,3.0,3.0,,,3.0,1.0,,1.0,1.0,4.0,4.0,,1.0,,5.0,3.0,,1.0,1.0,,5.0,1.0,,1.0,3.0,3.0,,3.0,3.0,,1.0,,1.0,3.0,,3.0,97,18.239933333333333
2.0,2.0,,2.0,2.0,,1.0,1.0,,5.0,1.0,,,5.0,1.0,,1.0,1.0,4.0,4.0,,4.0,4.0,,4.0,2.0,,,2.0,1.0,,4.0,1.0,,4.0,1.0,,5.0,2.0,1.0,,1.0,,2.0,2.0,97,18.334033333333334
2.0,,2.0,4.0,2.0,,,2.0,1.0,,1.0,1.0,5.0,,1.0,3.0,,1.0,3.0,,3.0,4.0,5.0,,4.0,2.0,,5.0,,2.0,,4.0,1.0,4.0,4.0,,1.0,,3.0,1.0,1.0,,,2.0,2.0,97,18.40877777777778
1.0,1.0,,,1.0,1.0,,1.0,5.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,4.0,,1.0,1.0,1.0,,5.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,97,19.007933333333334
1.0,,1.0,,1.0,1.0,1.0,,4.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,5.0,1.0,1.0,,,5.0,5.0,1.0,3.0,,4.0,,1.0,1.0,3.0,,,1.0,1.0,5.0,,1.0,97,19.1106
,1.0,1.0,1.0,1.0,,1.0,,4.0,3.0,3.0,,3.0,3.0,,,1.0,1.0,1.0,4.0,,1.0,,5.0,,1.0,1.0,,5.0,5.0,1.0,,1.0,5.0,,1.0,1.0,,1.0,,1.0,1.0,3.0,,1.0,97,19.1778
,1.0,2.0,5.0,,1.0,2.0,1.0,,4.0,,1.0,5.0,,1.0,3.0,,1.0,,5.0,5.0,1.0,2.0,,3.0,,1.0,4.0,,4.0,,5.0,2.0,2.0,,4.0,1.0,3.0,,1.0,1.0,,,1.0,1.0,97,19.239633333333334
5.0,5.0,,4.0,4.0,,,1.0,4.0,,1.0,1.0,5.0,5.0,,,1.0,1.0,,4.0,4.0,1.0,,4.0,,1.0,4.0,,4.0,2.0,4.0,4.0,,5.0,,4.0,3.0,,4.0,1.0,,1.0,,4.0,2.0,97,19.3276
4.0,,1.0,,5.0,1.0,5.0,4.0,,4.0,,1.0,,5.0,1.0,,1.0,1.0,,4.0,4.0,1.0,4.0,,,1.0,1.0,4.0,4.0,,4.0,,2.0,4.0,4.0,,1.0,,5.0,,1.0,1.0,1.0,4.0,,97,19.452744444444445
5.0,5.0,,4.0,,2.0,,2.0,1.0,,1.0,1.0,,5.0,1.0,3.0,,1.0,5.0,4.0,,,5.0,5.0,,1.0,1.0,4.0,,2.0,1.0,4.0,,4.0,4.0,,2.0,3.0,,,1.0,1.0,1.0,,5.0,97,20.052155555555554
4.0,4.0,,,4.0,2.0,1.0,2.0,,,1.0,1.0,5.0,,1.0,3.0,,1.0,,4.0,4.0,,1.0,5.0,,2.0,1.0,4.0,,4.0,,4.0,1.0,4.0,,2.0,2.0,3.0,,1.0,,1.0,,2.0,2.0,97,20.082066666666666
,4.0,2.0,2.0,2.0,,1.0,1.0,,4.0,2.0,,,5.0,1.0,,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,2.0,,5.0,,5.0,1.0,4.0,,4.0,4.0,,1.0,,1.0,1.0,1.0,,4.0,2.0,,97,20.161733333333334
4.0,,1.0,,1.0,2.0,,4.0,1.0,5.0,,1.0,5.0,5.0,,5.0,,1.0,1.0,5.0,,,5.0,4.0,4.0,1.0,,2.0,,2.0,2.0,4.0,,4.0,4.0,,5.0,5.0,,,1.0,1.0,4.0,2.0,,97,20.2422
2.0,2.0,,,2.0,4.0,1.0,1.0,,4.0,,1.0,,5.0,1.0,4.0,1.0,,,5.0,5.0,5.0,,1.0,,2.0,1.0,4.0,,2.0,2.0,4.0,,,4.0,2.0,5.0,1.0,,,1.0,1.0,4.0,,2.0,97,20.329844444444443
,5.0,1.0,4.0,4.0,,1.0,,5.0,5.0,,1.0,,5.0,1.0,,1.0,1.0,2.0,4.0,,4.0,5.0,,,4.0,1.0,,1.0,1.0,,4.0,4.0,,4.0,2.0,5.0,1.0,,1.0,,1.0,,2.0,1.0,97,20.411355555555556
5.0,4.0,,4.0,,2.0,1.0,4.0,,4.0,,1.0,,4.0,1.0,,2.0,1.0,4.0,,2.0,2.0,,2.0,4.0,,1.0,,2.0,2.0,1.0,,1.0,,4.0,2.0,,4.0,4.0,,1.0,1.0,4.0,,2.0,97,21.037877777777776
1.0,1.0,,2.0,2.0,,1.0,2.0,,5.0,1.0,,5.0,5.0,,,4.0,1.0,4.0,,2.0,,1.0,5.0,3.0,1.0,,4.0,,4.0,1.0,,4.0,,4.0,2.0,1.0,4.0,,,1.0,1.0,4.0,,2.0,97,21.080344444444446
,5.0,1.0,,4.0,1.0,2.0,1.0,,5.0,1.0,,5.0,,1.0,,1.0,1.0,5.0,,5.0,5.0,,1.0,,1.0,1.0,,2.0,2.0,2.0,,2.0,4.0,4.0,,,5.0,5.0,,1.0,1.0,,4.0,4.0,97,21.231833333333334
,5.0,1.0,,4.0,1.0,,1.0,2.0,,1.0,1.0,5.0,,1.0,,1.0,1.0,2.0,,4.0,,5.0,1.0,4.0,,1.0,,1.0,2.0,2.0,4.0,,4.0,,2.0,5.0,5.0,,,1.0,1.0,4.0,2.0,,97,21.2421
,5.0,2.0,4.0,,2.0,1.0,,2.0,5.0,1.0,,,5.0,1.0,,1.0,1.0,2.0,4.0,,4.0,,2.0,4.0,,1.0,,1.0,2.0,,2.0,4.0,4.0,,2.0,5.0,5.0,,1.0,,1.0,,4.0,5.0,97,21.3309
2.0,,4.0,2.0,,4.0,1.0,,1.0,,2.0,2.0,,5.0,1.0,,1.0,1.0,1.0,5.0,,,5.0,1.0,4.0,,1.0,,2.0,1.0,4.0,,4.0,4.0,,4.0,5.0,,4.0,1.0,,1.0,2.0,,4.0,97,21.459577777777778
,4.0,1.0,,4.0,2.0,1.0,,4.0,,1.0,1.0,5.0,5.0,,4.0,1.0,,4.0,,2.0,4.0,,1.0,4.0,4.0,,5.0,,1.0,,4.0,4.0,5.0,5.0,,,4.0,1.0,1.0,1.0,,5.0,5.0,,97,22.039755555555555
,2.0,2.0,,4.0,2.0,1.0,,5.0,4.0,,1.0,,4.0,2.0,3.0,,1.0,,4.0,4.0,,1.0,2.0,,1.0,1.0,5.0,,2.0,,2.0,4.0,,4.0,4.0,2.0,5.0,,,1.0,1.0,5.0,,1.0,97,22.103466666666666
5.0,5.0,,4.0,4.0,,,4.0,4.0,5.0,1.0,,5.0,,1.0,4.0,1.0,,4.0,,2.0,,1.0,5.0,4.0,,1.0,4.0,,4.0,1.0,,2.0,2.0,,4.0,1.0,5.0,,1.0,1.0,,2.0,4.0,,97,22.161844444444444
5.0,5.0,,4.0,,2.0,,2.0,4.0,,2.0,2.0,5.0,,1.0,4.0,1.0,,2.0,4.0,,,2.0,4.0,4.0,,2.0,,2.0,2.0,4.0,4.0,,,4.0,4.0,,5.0,1.0,,1.0,1.0,4.0,,2.0,97,22.270422222222223
,1.0,1.0,,2.0,2.0,,2.0,4.0,4.0,,2.0,,5.0,2.0,,1.0,1.0,5.0,2.0,,1.0,1.0,,2.0,,1.0,4.0,2.0,,,4.0,2.0,,4.0,2.0,,5.0,2.0,,1.0,1.0,4.0,2.0,,97,22.323355555555555
5.0,,1.0,,5.0,1.0,,4.0,5.0,,1.0,2.0,5.0,4.0,,4.0,,1.0,5.0,2.0,,,1.0,5.0,,1.0,1.0,4.0,2.0,,4.0,,4.0,4.0,4.0,,2.0,5.0,,,1.0,1.0,2.0,5.0,,97,22.405333333333335
2.0,,2.0,,2.0,2.0,,2.0,4.0,,2.0,2.0,,4.0,1.0,,1.0,1.0,,4.0,4.0,1.0,1.0,,2.0,,1.0,4.0,,5.0,,4.0,2.0,4.0,4.0,,,4.0,2.0,1.0,1.0,,4.0,,5.0,97,22.959877777777777
,1.0,4.0,,1.0,5.0,1.0,,5.0,4.0,2.0,,,4.0,1.0,4.0,1.0,,,3.0,3.0,,1.0,5.0,2.0,2.0,,2.0,5.0,,2.0,,2.0,,4.0,2.0,1.0,5.0,,1.0,1.0,,4.0,2.0,,97,23.084833333333332
1.0,1.0,,,1.0,5.0,1.0,1.0,,,1.0,1.0,,3.0,1.0,3.0,,1.0,2.0,4.0,,1.0,1.0,,,1.0,1.0,4.0,2.0,,,4.0,4.0,3.0,,4.0,,5.0,1.0,1.0,1.0,,3.0,,1.0,97,23.185555555555556
